gate_txn_id,truck_plate,container_no,customer_id,terminal_id,direction,gate_in_time,gate_out_time,shift_id
21776,C35908,HLXU8089373,6,2,IN,2025-06-20 15:36:00,2025-06-20 16:27:00,2
21777,A28034,MSKU2650870,4,4,IN,2025-06-20 23:39:00,2025-06-21 00:14:00,3
21778,C92875,EGLV1683421,11,4,OUT,2025-06-20 15:44:00,2025-06-20 16:20:00,2
21779,E32695,HLXU3460311,1,2,OUT,2025-06-20 16:15:00,2025-06-20 16:30:00,2
21780,E46547,HLXU3548503,11,2,OUT,2025-06-20 11:14:00,2025-06-20 11:53:00,1
21781,A19232,MSKU4600769,11,4,IN,2025-06-20 10:50:00,2025-06-20 11:41:00,1
21782,F67827,MSKU9960906,11,1,IN,2025-06-20 06:34:00,2025-06-20 09:35:00,1
21783,E15329,MSCU9444655,11,2,OUT,2025-06-20 15:16:00,2025-06-20 16:25:00,2
21784,E94261,CMAU2755147,1,1,IN,2025-06-20 23:47:00,2025-06-21 00:22:00,3
21785,A35612,COSU7115569,7,2,OUT,2025-06-20 21:42:00,2025-06-20 22:56:00,2
21786,D63340,COSU8665420,6,4,IN,2025-06-20 12:53:00,2025-06-20 13:53:00,1
21787,B49946,EGLV6670201,5,2,IN,2025-06-20 08:33:00,2025-06-20 09:16:00,1
21788,F71814,EGLV8861213,12,1,OUT,2025-06-20 12:43:00,2025-06-20 13:00:00,1
21789,D91388,ONEU2919055,7,4,IN,2025-06-20 17:05:00,2025-06-20 17:45:00,2
21790,B41664,MSKU6590160,2,4,OUT,2025-06-20 05:18:00,2025-06-20 06:26:00,3
21791,F51011,COSU3860410,10,1,OUT,2025-06-20 09:28:00,2025-06-20 10:13:00,1
21792,B26986,ONEU8356965,9,1,IN,2025-06-20 21:01:00,2025-06-21 01:58:00,2
21793,A88328,CMAU4599907,1,3,OUT,2025-06-20 21:31:00,2025-06-20 22:17:00,2
21794,A88533,MSKU6334360,2,4,OUT,2025-06-20 23:21:00,2025-06-21 00:24:00,3
21795,E11955,MSCU1597632,3,3,OUT,2025-06-20 17:09:00,2025-06-20 18:41:00,2
21796,E82422,EGLV7706597,12,3,OUT,2025-06-20 10:35:00,2025-06-20 11:01:00,1
21797,B97809,EGLV3954581,9,3,OUT,2025-06-20 23:15:00,2025-06-20 23:33:00,3
21798,B53959,EGLV7990284,6,2,IN,2025-06-20 11:56:00,2025-06-20 13:06:00,1
21799,A15229,CMAU2813495,11,4,IN,2025-06-20 21:55:00,2025-06-20 22:43:00,2
21800,F66876,MSCU1715724,3,3,IN,2025-06-20 21:44:00,2025-06-20 22:38:00,2
21801,A53831,HLXU7932917,12,2,OUT,2025-06-20 18:21:00,2025-06-20 19:34:00,2
21802,F89647,HLXU6881039,12,2,IN,2025-06-20 15:50:00,2025-06-20 16:32:00,2
21803,D41670,ONEU9247649,7,1,IN,2025-06-20 05:13:00,2025-06-20 05:28:00,3
21804,F14850,COSU8633409,4,2,OUT,2025-06-20 17:48:00,2025-06-20 18:16:00,2
21805,F18887,MSCU5971660,8,4,IN,2025-06-20 12:56:00,2025-06-20 13:38:00,1
21806,B16175,COSU7068698,11,1,OUT,2025-06-20 12:17:00,2025-06-20 13:01:00,1
21807,B40130,HLXU7414379,4,2,OUT,2025-06-20 13:25:00,2025-06-20 14:32:00,1
21808,C17029,COSU5462702,4,2,OUT,2025-06-20 20:18:00,2025-06-20 21:16:00,2
21809,C35362,MSKU4335071,7,3,OUT,2025-06-20 12:13:00,2025-06-20 13:13:00,1
21810,B99400,COSU8568813,9,3,IN,2025-06-20 17:46:00,2025-06-20 18:07:00,2
21811,F89658,CMAU3282337,5,1,IN,2025-06-20 20:16:00,2025-06-20 21:09:00,2
21812,A35740,HLXU2421748,12,4,OUT,2025-06-20 05:45:00,2025-06-20 06:43:00,3
21813,E78426,MSCU5240236,7,4,OUT,2025-06-20 21:50:00,2025-06-20 21:55:00,2
21814,A54518,ONEU7827826,1,1,OUT,2025-06-20 14:06:00,2025-06-20 15:25:00,2
21815,A16205,COSU1246597,8,4,OUT,2025-06-20 23:56:00,2025-06-21 01:08:00,3
21816,D85076,HLXU9112735,8,4,IN,2025-06-20 17:42:00,2025-06-20 18:28:00,2
21817,D31895,HLXU6684067,11,2,OUT,2025-06-20 08:01:00,2025-06-20 09:16:00,1
21818,A26310,EGLV6435416,2,2,OUT,2025-06-20 14:32:00,2025-06-20 15:09:00,2
21819,C43022,EGLV6977864,10,3,OUT,2025-06-20 06:10:00,2025-06-20 06:57:00,1
21820,C94030,ONEU5323745,5,3,IN,2025-06-20 07:06:00,2025-06-20 08:04:00,1
21821,E43659,MSKU6743875,10,3,OUT,2025-06-20 10:07:00,2025-06-20 10:58:00,1
21822,E18831,MSCU3547752,11,3,IN,2025-06-20 17:32:00,2025-06-20 17:59:00,2
21823,C85075,COSU7615117,3,3,OUT,2025-06-20 22:52:00,2025-06-20 23:52:00,3
21824,D25748,ONEU5285603,7,3,IN,2025-06-20 14:26:00,2025-06-20 15:04:00,2
21825,D31185,MSKU6450313,9,2,OUT,2025-06-20 21:00:00,2025-06-20 21:20:00,2
21826,D39682,EGLV1733968,9,1,IN,2025-06-20 12:50:00,2025-06-20 13:47:00,1
21827,F47128,COSU3753762,11,3,IN,2025-06-20 12:54:00,2025-06-20 13:44:00,1
21828,E84454,ONEU9506444,2,1,OUT,2025-06-20 16:24:00,2025-06-20 17:13:00,2
21829,B62683,COSU2196847,4,4,OUT,2025-06-20 05:27:00,2025-06-20 06:11:00,3
21830,D88314,CMAU6431803,6,3,OUT,2025-06-20 15:01:00,2025-06-20 15:32:00,2
21831,C57767,MSKU2764885,3,2,IN,2025-06-20 08:49:00,2025-06-20 09:47:00,1
21832,D25732,HLXU6340748,5,3,OUT,2025-06-20 08:57:00,2025-06-20 09:02:00,1
21833,E34466,ONEU2824584,10,2,OUT,2025-06-20 23:28:00,2025-06-21 00:25:00,3
21834,B30536,ONEU4745461,2,2,OUT,2025-06-20 21:44:00,2025-06-20 22:26:00,2
21835,D94943,COSU2757267,7,2,IN,2025-06-20 05:49:00,2025-06-20 06:07:00,3
21836,D29284,EGLV1292472,11,4,IN,2025-06-20 20:54:00,2025-06-20 21:43:00,2
21837,C96638,MSKU6704304,7,3,OUT,2025-06-20 13:00:00,2025-06-20 18:18:00,1
21838,A76965,ONEU9348912,9,2,IN,2025-06-20 15:24:00,2025-06-20 16:30:00,2
21839,F78971,EGLV6439816,1,4,IN,2025-06-20 16:18:00,2025-06-20 17:22:00,2
21840,C12345,EGLV6531452,9,3,IN,2025-06-20 08:14:00,2025-06-20 08:32:00,1
21841,B72971,MSCU2866699,3,3,IN,2025-06-20 23:04:00,2025-06-20 23:43:00,3
21842,E32633,MSCU5649397,8,3,IN,2025-06-20 18:26:00,2025-06-20 19:39:00,2
21843,E63817,MSCU1320313,11,2,IN,2025-06-20 20:19:00,2025-06-20 20:45:00,2
21844,A93311,EGLV9513449,7,4,IN,2025-06-20 20:15:00,2025-06-20 20:45:00,2
21845,F50455,EGLV5077457,2,3,OUT,2025-06-20 18:55:00,2025-06-20 19:24:00,2
21846,D13904,MSCU5863890,10,2,IN,2025-06-20 23:30:00,2025-06-21 00:12:00,3
21847,D11416,COSU9870387,10,3,OUT,2025-06-20 22:19:00,2025-06-20 23:05:00,3
21848,B75599,ONEU1585425,8,2,OUT,2025-06-20 09:29:00,2025-06-20 10:12:00,1
21849,B28076,HLXU8576202,7,1,IN,2025-06-20 06:30:00,2025-06-20 07:20:00,1
21850,B89566,ONEU5586170,10,1,IN,2025-06-20 17:09:00,2025-06-20 17:33:00,2
21851,A49118,EGLV6647639,7,3,IN,2025-06-20 05:57:00,2025-06-20 06:34:00,3
21852,E65791,MSKU2743529,11,3,OUT,2025-06-20 10:21:00,2025-06-20 11:48:00,1
21853,D87670,MSKU9479180,11,2,OUT,2025-06-20 05:10:00,2025-06-20 06:02:00,3
21854,B26344,EGLV1022687,4,3,IN,2025-06-20 11:20:00,2025-06-20 11:26:00,1
21855,E14621,MSKU3371111,4,3,IN,2025-06-20 07:42:00,2025-06-20 08:51:00,1
21856,E14001,MSCU7994284,3,4,IN,2025-06-20 17:57:00,2025-06-20 18:46:00,2
21857,E42774,MSKU5636982,7,2,IN,2025-06-20 09:08:00,2025-06-20 09:42:00,1
21858,E42162,MSCU8069080,1,4,IN,2025-06-20 20:08:00,2025-06-20 21:26:00,2
21859,B13452,EGLV9267441,10,2,OUT,2025-06-20 17:00:00,2025-06-20 17:31:00,2
21860,F19055,EGLV7932873,8,2,OUT,2025-06-20 20:00:00,2025-06-20 20:25:00,2
21861,E91766,CMAU4812998,9,4,OUT,2025-06-20 07:11:00,2025-06-20 07:47:00,1
21862,B17474,COSU2508857,9,2,OUT,2025-06-20 15:16:00,2025-06-20 16:08:00,2
21863,E29169,MSCU4471213,4,2,IN,2025-06-20 08:43:00,2025-06-20 09:25:00,1
21864,A59911,COSU6857953,9,2,IN,2025-06-20 18:20:00,2025-06-20 19:16:00,2
21865,F35878,HLXU1119004,5,2,IN,2025-06-20 23:17:00,2025-06-21 00:47:00,3
21866,F83066,COSU8734388,10,2,IN,2025-06-20 15:19:00,2025-06-20 15:42:00,2
21867,D92086,MSCU6372738,7,1,IN,2025-06-20 18:31:00,2025-06-20 19:28:00,2
21868,D52169,EGLV5644243,11,1,OUT,2025-06-20 08:31:00,2025-06-20 09:07:00,1
21869,C70903,HLXU4200160,2,2,IN,2025-06-20 14:57:00,2025-06-20 15:16:00,2
21870,C77302,MSKU8401100,4,1,IN,2025-06-20 23:58:00,2025-06-21 00:12:00,3
21871,C54073,EGLV5379374,9,4,OUT,2025-06-20 10:22:00,2025-06-20 11:38:00,1
21872,C10546,ONEU1888007,4,1,OUT,2025-06-20 19:59:00,2025-06-20 20:35:00,2
21873,A10989,MSCU5019487,8,4,IN,2025-06-20 12:02:00,2025-06-20 12:34:00,1
21874,D58914,COSU7303205,1,1,OUT,2025-06-20 17:16:00,2025-06-20 17:51:00,2
21875,D38858,COSU7288478,9,1,OUT,2025-06-20 19:51:00,2025-06-20 20:14:00,2
21876,C63474,MSKU6162548,3,1,OUT,2025-06-20 05:10:00,2025-06-20 06:10:00,3
21877,A96145,EGLV5931886,4,3,IN,2025-06-20 19:29:00,2025-06-20 19:55:00,2
21878,C30941,EGLV4578967,10,4,IN,2025-06-20 13:58:00,2025-06-20 14:47:00,1
21879,C79001,HLXU9005066,9,2,OUT,2025-06-20 20:43:00,2025-06-20 21:02:00,2
21880,C30893,CMAU7094716,7,3,OUT,2025-06-20 07:09:00,2025-06-20 08:05:00,1
21881,A10893,MSCU6642315,9,2,IN,2025-06-20 15:58:00,2025-06-20 16:03:00,2
21882,C26378,ONEU8788136,1,2,IN,2025-06-20 15:36:00,2025-06-20 15:47:00,2
21883,D16817,MSCU9123512,2,1,OUT,2025-06-20 14:26:00,2025-06-20 14:31:00,2
21884,C24146,HLXU3269412,9,3,OUT,2025-06-20 07:51:00,2025-06-20 08:27:00,1
21885,F80293,COSU2226142,6,4,OUT,2025-06-20 18:11:00,2025-06-20 19:28:00,2
21886,E98789,HLXU5655332,6,1,OUT,2025-06-20 16:15:00,2025-06-20 16:51:00,2
21887,C36881,HLXU7345710,3,1,OUT,2025-06-20 08:38:00,2025-06-20 11:57:00,1
21888,E41780,MSKU3486121,9,1,OUT,2025-06-20 20:48:00,2025-06-20 21:16:00,2
21889,E26111,CMAU5226829,8,1,IN,2025-06-20 15:16:00,2025-06-20 15:26:00,2
21890,A80595,CMAU3088066,6,3,OUT,2025-06-20 13:59:00,2025-06-20 14:16:00,1
21891,D97176,EGLV7665692,11,4,OUT,2025-06-20 14:36:00,2025-06-20 15:04:00,2
21892,C88717,ONEU7871870,5,2,IN,2025-06-20 11:51:00,2025-06-20 12:00:00,1
21893,C17586,CMAU2230567,7,1,OUT,2025-06-20 23:05:00,2025-06-20 23:53:00,3
21894,E16210,EGLV4512834,4,2,IN,2025-06-20 23:23:00,2025-06-20 23:43:00,3
21895,E13724,COSU9290747,3,3,OUT,2025-06-20 12:15:00,2025-06-20 13:22:00,1
21896,C60731,CMAU9585555,9,4,IN,2025-06-20 16:27:00,2025-06-20 16:53:00,2
21897,F84332,CMAU2965895,2,4,OUT,2025-06-20 11:13:00,2025-06-20 11:24:00,1
21898,A56882,CMAU8614379,8,1,OUT,2025-06-20 10:51:00,2025-06-20 15:27:00,1
21899,F61090,MSKU6970968,3,2,OUT,2025-06-20 12:52:00,2025-06-20 13:14:00,1
21900,F17401,COSU7777545,8,2,IN,2025-06-20 07:35:00,2025-06-20 08:01:00,1
21901,A24088,CMAU6927047,4,4,OUT,2025-06-20 20:47:00,2025-06-20 21:35:00,2
21902,F91005,ONEU2233864,8,4,OUT,2025-06-20 15:10:00,2025-06-20 15:52:00,2
21903,D23496,MSKU3276148,8,3,OUT,2025-06-20 09:15:00,2025-06-20 10:33:00,1
21904,D81176,MSCU1319641,1,3,OUT,2025-06-20 22:03:00,2025-06-20 23:03:00,3
21905,B47986,ONEU5280717,7,3,IN,2025-06-20 17:28:00,2025-06-20 17:40:00,2
21906,E29833,HLXU5570876,3,2,IN,2025-06-20 09:42:00,2025-06-20 10:28:00,1
21907,A70280,MSKU4180018,7,4,OUT,2025-06-20 14:26:00,2025-06-20 15:14:00,2
21908,A38879,EGLV8290235,10,2,OUT,2025-06-20 20:28:00,2025-06-20 21:30:00,2
21909,D56336,MSKU7636769,12,3,OUT,2025-06-20 10:29:00,2025-06-20 11:20:00,1
21910,C43108,EGLV8919507,12,2,IN,2025-06-20 14:50:00,2025-06-20 15:23:00,2
21911,C67001,MSKU7739781,1,3,IN,2025-06-20 09:37:00,2025-06-20 10:07:00,1
21912,C96262,MSCU7133104,8,1,IN,2025-06-20 22:18:00,2025-06-20 23:06:00,3
21913,C21174,COSU7993362,1,4,OUT,2025-06-20 08:14:00,2025-06-20 08:42:00,1
21914,A58194,COSU2034333,5,2,OUT,2025-06-20 20:24:00,2025-06-20 20:43:00,2
21915,B12869,MSKU9151967,11,2,OUT,2025-06-20 13:23:00,2025-06-20 14:47:00,1
21916,B20616,MSKU2608643,2,1,IN,2025-06-20 13:36:00,2025-06-20 14:01:00,1
21917,A32275,MSCU8434950,11,2,IN,2025-06-20 11:35:00,2025-06-20 12:17:00,1
21918,A69781,MSKU8055032,5,2,OUT,2025-06-20 10:52:00,2025-06-20 11:26:00,1
21919,B91260,ONEU3468770,10,2,OUT,2025-06-20 18:13:00,2025-06-20 19:28:00,2
21920,D33657,HLXU6433061,5,1,IN,2025-06-20 20:01:00,2025-06-20 20:14:00,2
21921,A96920,EGLV8491661,10,3,OUT,2025-06-20 15:58:00,2025-06-20 16:55:00,2
21922,D88597,CMAU8548327,7,3,IN,2025-06-20 17:11:00,2025-06-20 17:56:00,2
21923,C44449,MSKU4520103,11,3,IN,2025-06-20 20:15:00,2025-06-20 21:03:00,2
21924,F85928,ONEU2312354,10,4,OUT,2025-06-20 07:39:00,2025-06-20 08:04:00,1
21925,E56646,HLXU3934772,7,2,OUT,2025-06-20 10:12:00,2025-06-20 11:00:00,1
21926,D57265,MSCU7257677,4,4,IN,2025-06-20 09:20:00,2025-06-20 10:09:00,1
21927,A35479,COSU2142050,4,3,OUT,2025-06-20 19:16:00,2025-06-20 19:34:00,2
21928,F89875,HLXU7988090,3,3,IN,2025-06-20 16:30:00,2025-06-20 16:59:00,2
21929,B26314,HLXU7711386,1,4,IN,2025-06-20 10:07:00,2025-06-20 11:03:00,1
21930,E40370,HLXU6870544,7,3,OUT,2025-06-20 06:24:00,2025-06-20 07:20:00,1
21931,A10293,MSCU2801257,5,2,IN,2025-06-20 16:21:00,2025-06-20 16:55:00,2
21932,B41753,MSKU7349977,4,4,OUT,2025-06-20 05:16:00,2025-06-20 06:02:00,3
21933,B98155,HLXU8396271,10,2,IN,2025-06-20 05:48:00,2025-06-20 06:10:00,3
21934,C60410,ONEU3071818,6,3,OUT,2025-06-20 22:34:00,2025-06-20 23:05:00,3
21935,C17892,HLXU1552929,1,4,OUT,2025-06-20 12:14:00,2025-06-20 13:05:00,1
21936,D37627,MSKU5062562,5,4,OUT,2025-06-20 13:01:00,2025-06-20 13:35:00,1
21937,F96269,MSCU4699166,7,1,OUT,2025-06-20 11:39:00,2025-06-20 12:27:00,1
21938,E12410,EGLV1157122,11,1,IN,2025-06-20 05:04:00,2025-06-20 05:34:00,3
21939,F63833,HLXU1642743,10,1,IN,2025-06-20 21:33:00,2025-06-20 22:48:00,2
21940,E18332,CMAU4898052,1,1,OUT,2025-06-20 08:52:00,2025-06-20 09:39:00,1
21941,A58529,EGLV5004620,6,4,OUT,2025-06-20 08:08:00,2025-06-20 12:21:00,1
21942,A10244,MSCU8832843,4,3,OUT,2025-06-20 22:57:00,2025-06-20 23:30:00,3
21943,F91661,CMAU2275289,10,3,IN,2025-06-20 23:03:00,2025-06-20 23:59:00,3
21944,B43629,MSKU9280075,12,4,IN,2025-06-20 08:24:00,2025-06-20 09:16:00,1
21945,A43050,CMAU3682864,4,3,IN,2025-06-20 08:17:00,2025-06-20 09:14:00,1
21946,E42180,MSKU1073103,7,4,IN,2025-06-20 14:12:00,2025-06-20 14:34:00,2
21947,F36113,CMAU6921382,10,3,OUT,2025-06-20 19:53:00,2025-06-20 20:39:00,2
21948,A66331,MSCU5122604,10,4,IN,2025-06-20 12:43:00,2025-06-20 13:39:00,1
21949,D53911,MSCU1558864,12,1,IN,2025-06-20 12:44:00,2025-06-20 18:08:00,1
21950,D56548,MSCU6290782,3,2,IN,2025-06-20 10:01:00,2025-06-20 10:58:00,1
21951,D99923,ONEU9495148,6,3,OUT,2025-06-20 21:31:00,2025-06-20 22:56:00,2
21952,A69693,ONEU6205071,7,4,IN,2025-06-20 18:08:00,2025-06-20 18:56:00,2
21953,F80038,HLXU4171075,8,4,IN,2025-06-20 11:45:00,2025-06-20 12:06:00,1
21954,D28438,COSU1445465,7,1,IN,2025-06-20 09:26:00,2025-06-20 10:48:00,1
21955,F91549,HLXU8038727,8,1,OUT,2025-06-20 10:36:00,2025-06-20 11:38:00,1
21956,A22511,ONEU8168578,8,3,OUT,2025-06-20 18:43:00,2025-06-20 19:41:00,2
21957,E35629,EGLV3701203,7,3,IN,2025-06-20 09:09:00,2025-06-20 09:34:00,1
21958,F16741,MSCU2808199,1,4,IN,2025-06-20 15:00:00,2025-06-20 16:11:00,2
21959,B42266,MSKU1214678,4,1,IN,2025-06-20 22:16:00,2025-06-20 23:06:00,3
21960,C55301,CMAU2460776,1,4,OUT,2025-06-20 05:25:00,2025-06-20 06:23:00,3
21961,E13794,MSCU6859876,8,2,IN,2025-06-20 08:58:00,2025-06-20 09:31:00,1
21962,A78010,CMAU3150454,2,1,IN,2025-06-20 13:51:00,2025-06-20 14:27:00,1
21963,D19800,HLXU5926373,9,2,OUT,2025-06-20 11:51:00,2025-06-20 12:40:00,1
21964,A39879,EGLV4690552,4,1,OUT,2025-06-20 20:42:00,2025-06-20 21:17:00,2
21965,E68943,MSKU1998521,11,4,OUT,2025-06-20 10:31:00,2025-06-20 12:01:00,1
21966,A27685,COSU8927434,4,2,OUT,2025-06-20 15:13:00,2025-06-20 15:50:00,2
21967,E76045,EGLV2300962,6,1,IN,2025-06-20 23:10:00,2025-06-20 23:22:00,3
21968,D47481,CMAU4946049,12,2,IN,2025-06-20 09:07:00,2025-06-20 10:02:00,1
21969,F92531,MSCU5019301,4,2,IN,2025-06-20 21:46:00,2025-06-20 22:22:00,2
21970,B52220,CMAU8669174,2,3,OUT,2025-06-20 20:35:00,2025-06-20 21:46:00,2
21971,E34786,MSCU1006792,1,3,IN,2025-06-20 06:19:00,2025-06-20 06:42:00,1
21972,F48727,MSCU5091586,10,1,OUT,2025-06-20 18:24:00,2025-06-20 18:55:00,2
21973,F72302,CMAU6497120,4,3,OUT,2025-06-20 08:03:00,2025-06-20 09:04:00,1
21974,F98221,CMAU7059591,8,4,IN,2025-06-20 17:13:00,2025-06-20 17:47:00,2
21975,C87418,COSU7794159,11,3,OUT,2025-06-20 12:21:00,2025-06-20 13:20:00,1
21976,E87926,COSU4087452,4,3,IN,2025-06-20 14:27:00,2025-06-20 14:32:00,2
21977,A72641,ONEU9481572,11,1,IN,2025-06-20 21:24:00,2025-06-20 21:57:00,2
21978,C84790,CMAU3461356,3,4,IN,2025-06-20 20:24:00,2025-06-21 02:08:00,2
21979,E16580,CMAU3965543,1,1,OUT,2025-06-20 15:59:00,2025-06-20 16:11:00,2
21980,A83231,EGLV3618322,3,4,OUT,2025-06-20 08:44:00,2025-06-20 09:37:00,1
21981,B80500,ONEU3813187,10,1,OUT,2025-06-20 10:02:00,2025-06-20 10:54:00,1
21982,A91528,MSCU8757617,1,1,IN,2025-06-20 23:22:00,2025-06-21 00:01:00,3
21983,E27724,MSCU9268476,8,3,OUT,2025-06-20 05:34:00,2025-06-20 06:39:00,3
21984,E98832,MSKU5213070,10,2,IN,2025-06-20 13:35:00,2025-06-20 14:42:00,1
21985,D85555,EGLV8994205,1,1,OUT,2025-06-20 13:54:00,2025-06-20 14:46:00,1
21986,F76068,MSKU4364651,10,2,OUT,2025-06-20 20:22:00,2025-06-20 20:27:00,2
21987,D79814,COSU5586762,4,4,IN,2025-06-20 09:33:00,2025-06-20 10:16:00,1
21988,D45440,EGLV3412315,6,1,OUT,2025-06-20 22:33:00,2025-06-20 22:41:00,3
21989,B22912,ONEU6307409,4,3,IN,2025-06-20 09:57:00,2025-06-20 10:45:00,1
21990,B13925,HLXU9936243,11,1,OUT,2025-06-20 19:43:00,2025-06-20 19:48:00,2
21991,F96384,HLXU9774589,3,2,IN,2025-06-20 10:52:00,2025-06-20 11:48:00,1
21992,C37362,MSCU4262073,7,3,IN,2025-06-20 19:06:00,2025-06-20 20:17:00,2
21993,E60682,HLXU2545944,2,2,OUT,2025-06-20 09:52:00,2025-06-20 09:57:00,1
21994,B82303,MSCU3077516,12,2,OUT,2025-06-20 21:05:00,2025-06-20 21:48:00,2
21995,F96903,MSKU4837138,12,3,IN,2025-06-20 10:39:00,2025-06-20 11:46:00,1
21996,E37193,EGLV2591304,4,1,IN,2025-06-20 23:42:00,2025-06-21 00:21:00,3
21997,D51893,HLXU8122723,11,3,IN,2025-06-20 23:19:00,2025-06-21 00:00:00,3
21998,E12744,CMAU3223285,4,1,OUT,2025-06-20 19:14:00,2025-06-20 19:45:00,2
21999,D76711,MSCU5019298,1,4,OUT,2025-06-20 18:46:00,2025-06-20 19:09:00,2
22000,C36312,MSKU4511189,6,1,IN,2025-06-20 19:51:00,2025-06-20 19:56:00,2
22001,C35610,ONEU7350708,11,1,OUT,2025-06-20 08:29:00,2025-06-20 09:07:00,1
22002,D81654,MSKU9176684,6,2,OUT,2025-06-20 07:48:00,2025-06-20 08:25:00,1
22003,F53831,ONEU8651892,11,3,IN,2025-06-20 06:19:00,2025-06-20 10:11:00,1
22004,C38835,MSCU9784809,10,1,IN,2025-06-20 22:11:00,2025-06-20 22:51:00,3
22005,B81653,MSCU8616124,5,2,OUT,2025-06-20 07:21:00,2025-06-20 08:15:00,1
22006,C76730,HLXU7525576,2,3,OUT,2025-06-20 21:53:00,2025-06-20 21:58:00,2
22007,B33264,MSCU2891955,7,4,OUT,2025-06-20 11:41:00,2025-06-20 12:28:00,1
22008,A62756,MSCU6569033,9,2,OUT,2025-06-20 15:05:00,2025-06-20 15:15:00,2
22009,D27707,MSCU7034033,2,4,IN,2025-06-20 09:21:00,2025-06-20 10:15:00,1
22010,D88259,MSKU8111105,8,2,IN,2025-06-20 12:51:00,2025-06-20 13:12:00,1
22011,F25253,COSU5253084,9,2,IN,2025-06-20 20:10:00,2025-06-20 21:23:00,2
22012,A16756,ONEU7510513,7,3,OUT,2025-06-20 17:22:00,2025-06-20 18:19:00,2
22013,F30372,MSCU9251736,11,1,OUT,2025-06-20 23:40:00,2025-06-21 00:30:00,3
22014,A68506,ONEU9766311,5,2,OUT,2025-06-20 21:18:00,2025-06-21 01:56:00,2
22015,C40978,COSU8910210,8,4,OUT,2025-06-20 16:39:00,2025-06-20 17:33:00,2
22016,F30739,MSKU4632875,1,3,OUT,2025-06-20 19:29:00,2025-06-20 20:09:00,2
22017,D80722,CMAU3253078,6,1,IN,2025-06-20 10:07:00,2025-06-20 15:21:00,1
22018,E84391,MSKU2993127,7,2,IN,2025-06-20 05:55:00,2025-06-20 06:44:00,3
22019,C19654,CMAU8096551,2,1,IN,2025-06-20 12:55:00,2025-06-20 13:36:00,1
22020,B16250,MSCU1041651,9,1,IN,2025-06-20 14:03:00,2025-06-20 15:11:00,2
22021,D80321,MSKU9022885,2,3,OUT,2025-06-20 05:27:00,2025-06-20 06:42:00,3
22022,A53287,MSCU8050441,3,4,IN,2025-06-20 20:31:00,2025-06-20 21:51:00,2
22023,F76156,ONEU1187594,5,4,OUT,2025-06-20 11:09:00,2025-06-20 11:44:00,1
22024,C70918,CMAU7167613,2,4,IN,2025-06-20 07:48:00,2025-06-20 08:19:00,1
22025,D60322,COSU5437209,9,1,OUT,2025-06-20 23:40:00,2025-06-21 00:23:00,3
22026,D52872,ONEU2462163,8,1,IN,2025-06-20 15:11:00,2025-06-20 16:04:00,2
22027,A11187,ONEU5736698,5,1,OUT,2025-06-20 18:25:00,2025-06-20 19:13:00,2
22028,C25418,ONEU7296282,6,2,IN,2025-06-20 19:38:00,2025-06-20 20:26:00,2
22029,D42164,HLXU7583833,2,1,IN,2025-06-20 20:12:00,2025-06-20 20:36:00,2
22030,A83676,COSU8487117,12,4,OUT,2025-06-20 09:44:00,2025-06-20 10:44:00,1
22031,F60573,COSU9267221,5,2,OUT,2025-06-20 19:28:00,2025-06-20 20:17:00,2
22032,A89803,ONEU9317440,8,3,OUT,2025-06-20 20:02:00,2025-06-20 20:31:00,2
22033,B67081,MSKU2757057,9,4,OUT,2025-06-20 21:04:00,2025-06-20 21:09:00,2
22034,A11261,ONEU6451919,1,3,OUT,2025-06-20 18:15:00,2025-06-20 18:56:00,2
22035,E89662,ONEU8287618,11,4,OUT,2025-06-20 21:53:00,2025-06-20 22:23:00,2
22036,B50800,ONEU8908865,7,3,OUT,2025-06-20 05:13:00,2025-06-20 05:50:00,3
22037,D85152,EGLV8501148,5,2,OUT,2025-06-20 18:42:00,2025-06-20 19:08:00,2
22038,B77558,MSCU2365858,3,1,OUT,2025-06-20 21:09:00,2025-06-20 21:46:00,2
22039,C75096,HLXU9753827,2,3,OUT,2025-06-20 23:40:00,2025-06-21 00:39:00,3
22040,B30723,MSKU4381132,7,4,IN,2025-06-20 20:53:00,2025-06-20 22:01:00,2
22041,F81052,HLXU1457043,12,1,OUT,2025-06-20 16:50:00,2025-06-20 18:38:00,2
22042,F17302,CMAU2497014,1,1,IN,2025-06-20 11:18:00,2025-06-20 12:05:00,1
22043,E86688,HLXU1090424,1,2,OUT,2025-06-20 22:56:00,2025-06-20 23:47:00,3
22044,F20193,MSKU2931621,11,2,IN,2025-06-20 11:57:00,2025-06-20 12:54:00,1
22045,C30326,CMAU9933741,8,1,OUT,2025-06-20 20:02:00,2025-06-20 20:31:00,2
22046,A73266,CMAU1460072,1,2,IN,2025-06-20 16:13:00,2025-06-20 16:25:00,2
22047,B69789,CMAU2936235,8,3,IN,2025-06-20 19:18:00,2025-06-20 19:47:00,2
22048,F31219,MSKU4236067,6,2,IN,2025-06-20 23:13:00,2025-06-20 23:18:00,3
22049,E93657,EGLV6172077,9,1,OUT,2025-06-20 13:18:00,2025-06-20 13:39:00,1
22050,A84040,EGLV2962362,3,2,IN,2025-06-20 08:27:00,2025-06-20 08:47:00,1
22051,F71328,EGLV9329066,7,1,IN,2025-06-20 22:58:00,2025-06-20 23:32:00,3
